Whose ideal role with regard to Java did Sun's vice-president Rich Green say as?,that Sun's ideal role with regard to Java was as an evangelist,Sun's vice-president Rich Green said that Sun's ideal role with regard to Java was as an evangelist.,3.199388281546596,"[""that Sun's ideal role with regard to Java was as an evangelist"", ""that microsystems's suitable as with respect to C was as an preacher"", ""that moon's perfect character with particular to C++ was as an televangelist"", ""that sunlight's optimal supporting with regarding to Python was as an evangelical""]"
Who are server-side Java EE components that generate responses?,JavaServer Pages,"JavaServer Pages are server-side Java EE components that generate responses, typically HTML pages, to HTTP requests from clients.",3.199241065703169,"['JavaServer Pages', 'jsp books', 'servlets page', 'ecocriticism printed']"
What is Oracle Corporation the current owner of?,of the official implementation of the Java SE platform,"Oracle Corporation is the current owner of the official implementation of the Java SE platform, following their acquisition of Sun Microsystems on January 27,2010.",3.1878293560934416,"['of the according implement of the John Thomas framework', 'of the ministry implementing of the Charles Page supports', 'of the saying implemented of the George Flank support', 'of the official implementation of the Java SE platform']"
What started when Sun began releasing the Java source code under the GPL?,the implementation,The implementation started when Sun began releasing the Java source code under the GPL.,3.185851198931593,"['the implement', 'the implementation', 'the implementing', 'the implemented']"
Who does Oracle aim to replace CMS with?,with the Garbage-First Collector,Oracle aims to replace CMS with the Garbage-First Collector.,3.1841333596958896,"['with the Garbage-First Collector', 'with the Garbage-First collectors', 'with the Garbage-First connoisseur', 'with the Garbage-First collection']"
What did Sun generate revenue from Java through?,through the selling of licenses for specialized products such as the Java Enterprise System,Sun generated revenue from Java through the selling of licenses for specialized products such as the Java Enterprise System.,3.184049676442742,"['through the sold of licence for specialize imported such as the Robert Clinton', 'through the selling of licenses for specialized products such as the Java Enterprise System', 'through the buying of license for specialised product such as the Paul Sernoty', 'through the sell of licences for specializing goods such as the George Flank']"
Who did Sun's vice-president Rich Green say as?,that Sun's ideal role with regard to Java was as an evangelist,Sun's vice-president Rich Green said that Sun's ideal role with regard to Java was as an evangelist.,3.177542812584494,"[""that microsystems's suitable as with respect to C was as an preacher"", ""that sunlight's optimal supporting with regarding to Python was as an evangelical"", ""that Sun's ideal role with regard to Java was as an evangelist"", ""that moon's perfect character with particular to C++ was as an televangelist""]"
"What did Sun also provide superseded by later, standards-based Java ME configuration-profile pairings?",an edition called Personal Java that has been,"Sun also provided an edition called Personal Java that has been superseded by later, standards-based Java ME configuration-profile pairings.",3.171421276337767,"['an edition called Personal Java that has been', 'an titled calling IBM that has been', 'an published known Sillicon Graphics that has been', 'an version referred Apple that has been']"
What sent down the case of determining the damages to federal court in San Francisco?,the Appeals Court,"On March 2018, this ruling was overturned by the Appeals Court, which sent down the case of determining the damages to federal court in San Francisco.",3.1672126116186226,"['the appeal courts', 'the court judge', 'the Appeals Court', 'the upheld appeals']"
What was initially called Oak after an oak tree that stood outside Gosling's office?,the language,The language was initially called Oak after an oak tree that stood outside Gosling's office.,3.1659588045800278,"['the arabic', 'the word', 'the english', 'the language']"
Who was the Java 1. 0 compiler re-written in Java by to comply strictly with the Java 1. 0 language specification?,by Arthur van Hoff,The Java 1. 0 compiler was re-written in Java by Arthur van Hoff to comply strictly with the Java 1. 0 language specification.,3.161862462275308,"['by Johann Carry der James Hockey', 'by Arthur van Hoff', 'by Richard Mccullam nistelrooy John Thomas', 'by William Maxwell gogh Johann Carry']"
When did James Gosling resign from Oracle?,"on April 2,2010","On April 2,2010, James Gosling resigned from Oracle.",3.1599638524371056,"['on july 2,2010', 'on April 2,2010', 'on june 2,2010', 'on october 2,2010']"
Who released the first public implementation as Java 1. 0 in 1996?,Sun Microsystems,Sun Microsystems released the first public implementation as Java 1. 0 in 1996.,3.1599078627141237,"['Intel', 'Nvidia', 'Sun Microsystems', 'PeopleSoft']"
"What does Oracle Corporation follow on January 27,2010?",i. e.'s acquisition of Sun Microsystems,"Oracle Corporation is the current owner of the official implementation of the Java SE platform, following their acquisition of Sun Microsystems on January 27,2010.",3.150564445283326,"[""a. a.'s merger of Intel"", ""l. g.'s acquire of Sillicon Graphics"", ""r. j.'s purchase of Red Hat Software"", ""i. e.'s acquisition of Sun Microsystems""]"
What was originally developed by James Gosling at Sun Microsystems?,Java,Java was originally developed by James Gosling at Sun Microsystems (which has since been acquired by Oracle) and released in 1995 as a core component of Sun Microsystems ' Java platform.,3.136802644868141,"['C++', 'Java', 'Python', 'C']"
"Who did James Gosling resign from on April 2,2010?",from Oracle,"On April 2,2010, James Gosling resigned from Oracle.",3.136162690011214,"['from Germany', 'from Texas', 'from Oracle', 'from San Antonio']"
What is intended to replace Swing as the standard GUI library for Java SE?,JavaFX,"JavaFX is intended to replace Swing as the standard GUI library for Java SE, but both will be included for the foreseeable future.",3.129683560840834,"['Bahrain', 'San Antonio', 'Germany', 'JavaFX']"
Who embed Java code in an HTML page by using the special delimiters?,jSPs,JSPs embed Java code in an HTML page by using the special delimiters (% and %).,3.1288564083976858,"['IBM', 'Apple', 'jSPs', 'PeopleSoft']"
"What follows i. e.'s acquisition of Sun Microsystems on January 27,2010?",Oracle Corporation,"Oracle Corporation is the current owner of the official implementation of the Java SE platform, following their acquisition of Sun Microsystems on January 27,2010.",3.1258803625665967,"['Robert Clinton Intel', 'Oracle Corporation', 'Richard Mccullam PeopleSoft', 'David Hyland Red Hat Software']"
What did Sun Microsystems release as Java 1. 0 in 1996?,the first public implementation,Sun Microsystems released the first public implementation as Java 1. 0 in 1996.,3.1226808312438794,"['the first public implementation', 'the second private implementing', 'the third government implement', 'the fourth education implemented']"
"Who have developed alternative implementations for Java, GNU Classpath, and IcedTea-Web?",others,"Meanwhile, others have developed alternative implementations of these Sun technologies, such as the GNU Compiler for Java (bytecode compiler), GNU Classpath (standard libraries), and IcedTea-Web (browser plugin for applets).",3.1192008447397908,"['other', 'others', 'many', 'some']"
Who supplies the Java platform for use with Java?,Oracle,Oracle supplies the Java platform for use with Java.,3.1173775276059437,"['Oracle', 'Colombia', 'Michigan', 'America']"
"Who has support for desktop computers and web browsers on Microsoft Windows, Linux, and macOS?",JavaFX,"JavaFX has support for desktop computers and web browsers on Microsoft Windows, Linux, and macOS.",3.1165474353604985,"['Michigan', 'Germany', 'San Antonio', 'JavaFX']"
What had Sun relicensed under the GNU General Public License in compliance with the specifications of the Java Community Process?,most of compliance with the specifications of the Java Community Process's Java technologies,"As of May 2007, in compliance with the specifications of the Java Community Process, Sun had relicensed most of its Java technologies under the GNU General Public License.",3.1024658807729035,"[""most of comply with the specification of the Java Community Process's Java technology"", ""most of complying with the requirements of the Java Community Process's Java systems"", ""most of implementation with the specified of the Java Community Process's Java innovations"", ""most of compliance with the specifications of the Java Community Process's Java technologies""]"
"What did a San Francisco jury find by on May 7,2012?","that if APIs could be copyrighted, then Google had infringed Oracle's copyrights by the use of Java in Android devices","On May 7,2012, a San Francisco jury found that if APIs could be copyrighted, then Google had infringed Oracle's copyrights by the use of Java in Android devices.",3.1010777963377305,"[""that if AMD if be infringing, then George Flank had infringes ellison's copyrighted by the allow of Java in Android computers"", ""that if Nvidia would be copying, then Charles Page had infringe peoplesoft's trademarks by the used of Java in Android device"", ""that if Red Hat Software might be patents, then John Thomas had infringing microsystems's patents by the using of Java in Android phones"", ""that if APIs could be copyrighted, then Google had infringed Oracle's copyrights by the use of Java in Android devices""]"
When did Sun Microsystems release the first public implementation as Java 1. 0?,in 1996,Sun Microsystems released the first public implementation as Java 1. 0 in 1996.,3.089981388865114,"['in 1997', 'in 1996', 'in 1998', 'in 1995']"
"Whose copyrights did a San Francisco jury find by on May 7,2012?","that if APIs could be copyrighted, then Google had infringed Oracle's copyrights by the use of Java in Android devices","On May 7,2012, a San Francisco jury found that if APIs could be copyrighted, then Google had infringed Oracle's copyrights by the use of Java in Android devices.",3.0875504181904314,"[""that if Red Hat Software might be patents, then Charles Page had infringing microsystems's patents by the using of Java in Android phones"", ""that if Best Buy would be copying, then Richard Mccullam had infringe peoplesoft's trademarks by the used of Java in Android device"", ""that if PeopleSoft if be infringing, then Paul Sernoty had infringes ellison's copyrighted by the allow of Java in Android computers"", ""that if APIs could be copyrighted, then Google had infringed Oracle's copyrights by the use of Java in Android devices""]"
"Who does Oracle Corporation follow i. e.'s acquisition of on January 27,2010?",of Sun Microsystems,"Oracle Corporation is the current owner of the official implementation of the Java SE platform, following their acquisition of Sun Microsystems on January 27,2010.",3.0815317778257434,"['of Apple', 'of AMD', 'of Best Buy', 'of Sun Microsystems']"
"What did Sun release much of November 13,2006's Java virtual machine as?",as free and open-source software,"On November 13,2006, Sun released much of its Java virtual machine as free and open-source software, under the terms of the GNU General Public License.",3.0704708119636575,"['as without and cross-platform microsoft', 'as freedom and gpl computer', 'as available and implementations hardware', 'as free and open-source software']"
What did the Appeals Court send down?,the case of determining the damages to federal court in San Francisco,"On March 2018, this ruling was overturned by the Appeals Court, which sent down the case of determining the damages to federal court in San Francisco.",3.066354372416201,"['the prosecutors of assessing the compensation to state supreme in Charles Page', 'the trial of determine the punitive to government judge in Robert Clinton', 'the case of determining the damages to federal court in San Francisco', 'the appeals of determines the damage to enforcement appeals in James Hockey']"
What does Oracle aim to replace with the Garbage-First Collector?,CMS,Oracle aims to replace CMS with the Garbage-First Collector.,3.063073182621218,"['CMS', 'Red Hat Software', 'Nvidia', 'PeopleSoft']"
What had Sun relicensed most of compliance with the specifications of the Java Community Process's Java technologies under the GNU General Public License in?,in compliance with the specifications of the Java Community Process,"As of May 2007, in compliance with the specifications of the Java Community Process, Sun had relicensed most of its Java technologies under the GNU General Public License.",3.060828623640264,"['in implementation with the specified of the Charles Page', 'in comply with the specification of the Paul Sernoty', 'in compliance with the specifications of the Java Community Process', 'in complying with the requirements of the Johann Carry']"
What did Sun also provide an edition called Personal Java that has been superseded by?,"by later, standards-based Java ME configuration-profile pairings","Sun also provided an edition called Personal Java that has been superseded by later, standards-based Java ME configuration-profile pairings.",3.055915323715795,"['by after, e-learning James Hockey configuration-profile matchups', 'by later, standards-based Java ME configuration-profile pairings', 'by subsequently, curricula George Flank configuration-profile pairing', 'by then, technology-based Charles Page configuration-profile foursomes']"
What did the Java servlet API has to some extent been supersede by:?,by two standard Java technologies for web services,The Java servlet API has to some extent been superseded by two standard Java technologies for web services:,3.0513363754250964,"['by three definition C technology for internet service', 'by two standard Java technologies for web services', 'by four example C++ systems for online provider', 'by five basic Python innovations for website providers']"
What was overturned by the Appeals Court on March 2018?,this ruling,"On March 2018, this ruling was overturned by the Appeals Court, which sent down the case of determining the damages to federal court in San Francisco.",3.050959227186422,"['this ruled', 'this supreme', 'this ruling', 'this court']"
"Who does Java servlet technology provide with a simple, consistent mechanism for extending the functionality of a Web server and for accessing existing business systems?",Web developers,"Java servlet technology provides Web developers with a simple, consistent mechanism for extending the functionality of a Web server and for accessing existing business systems.",3.0166621268063984,"['Web developers', 'website software', 'internet developer', 'online builders']"
"Who also provided an edition called Personal Java that has been superseded by later, standards-based Java ME configuration-profile pairings?",Sun,"Sun also provided an edition called Personal Java that has been superseded by later, standards-based Java ME configuration-profile pairings.",3.0157615730923064,"['sunlight', 'Sun', 'microsystems', 'moon']"
What did Sun release as free and open-source software?,"much of November 13,2006's Java virtual machine","On November 13,2006, Sun released much of its Java virtual machine as free and open-source software, under the terms of the GNU General Public License.",3.011875735842332,"[""much of November 13,2006's Java virtual machine"", ""even of october 13,2006's C cyberspace automatic"", ""than of december 13,2006's C++ online gun"", ""less of february 13,2006's Python simulation guns""]"
"What constitutes fair use on May 26,2016?",the district court decided in favor of Google,"On May 26,2016, the district court decided in favor of Google, ruling the copyright infringement of the Java API in Android constitutes fair use.",3.0108596603643134,"['the village appeals would in favored of William Maxwell', 'the county judge decide in favour of David Hyland', 'the district court decided in favor of Google', 'the area supreme decision in favoring of Paul Sernoty']"
Who are server-side Java EE components that generate responses to requests from clients?,servlets,Servlets are server-side Java EE components that generate responses (typically HTML pages) to requests (typically HTTP requests) from clients.,3.009967456233206,"['servlet', 'servlets', 'javaserver', 'javabeans']"
Who is essential to Java EE?,Platform-independent Java,"Platform-independent Java is essential to Java EE, and an even more rigorous validation is required to certify an implementation.",3.009194097105152,"['platform-specific C', 'cross-platform C++', 'Platform-independent Java', 'vendor-neutral Python']"
"What provides Web developers with a simple, consistent mechanism for extending the functionality of a Web server and for accessing existing business systems?",Java servlet technology,"Java servlet technology provides Web developers with a simple, consistent mechanism for extending the functionality of a Web server and for accessing existing business systems.",3.0080003977896825,"['Java servlet technology', 'Python tomcat technological', 'C++ jsp tech', 'C ejb technologies']"
When is the Java applet API now deprecated since Java 9?,in 2017,The Java applet API is now deprecated since Java 9 in 2017.,3.006841882601737,"['in 2016', 'in 2015', 'in 2019', 'in 2017']"
What is a graphical user interface library for the Java SE platform?,swing,Swing is a graphical user interface library for the Java SE platform.,3.0047647774421016,"['swing', 'swung', 'swinging', 'pendulum']"
Who is Oracle Corporation?,the current owner of the official implementation of the Java SE platform,"Oracle Corporation is the current owner of the official implementation of the Java SE platform, following their acquisition of Sun Microsystems on January 27,2010.",2.9990170517175017,"['the its proprietor of the saying implemented of the William Maxwell support', 'the the owns of the according implement of the Paul Sernoty framework', 'the present owned of the ministry implementing of the David Hyland supports', 'the current owner of the official implementation of the Java SE platform']"
What did Sun release much of as free and open-source software?,"of November 13,2006's Java virtual machine","On November 13,2006, Sun released much of its Java virtual machine as free and open-source software, under the terms of the GNU General Public License.",2.995380883137295,"[""of december 13,2006's C++ online gun"", ""of November 13,2006's Java virtual machine"", ""of october 13,2006's C cyberspace automatic"", ""of february 13,2006's Python simulation guns""]"
When were just-in-time compilers that compile byte-codes to machine code during runtime introduced?,from an early stage,Just-in-time compilers that compile byte-codes to machine code during runtime were introduced from an early stage.,2.987653303282518,"['from an earlier phase', 'from an early stage', 'from an late theater', 'from an later staging']"
Who claimed that the Microsoft implementation did not support RMI or JNI?,Sun,This resulted in a legal dispute with Microsoft after Sun claimed that the Microsoft implementation did not support RMI or JNI and had added platform-specific features of their own.,2.9862487677431977,"['moon', 'Sun', 'microsystems', 'sunlight']"
What is incompatible with Java bytecode?,the bytecode language supported by the Android SDK,"The bytecode language supported by the Android SDK is incompatible with Java bytecode and runs on its own virtual machine, optimized for low-memory devices such as smartphones and tablet computers.",2.970768983515679,"['the jvm arabic support by the William Maxwell', 'the bytecode language supported by the Android SDK', 'the p-code word opposed by the Richard Mccullam', 'the runtime english supports by the Robert Clinton']"
Who initiated the Java language project in June 1991?,"James Gosling, Mike Sheridan, and Patrick Naughton","James Gosling, Mike Sheridan, and Patrick Naughton initiated the Java language project in June 1991.",2.969168261865687,"['George Flank callum, Mike Sheridan, and Patrick Naughton', 'William Maxwell ryan, Mike Sheridan, and Patrick Naughton', 'James Gosling, Mike Sheridan, and Patrick Naughton', 'James Hockey phillippe, Mike Sheridan, and Patrick Naughton']"
What are Java applications typically compiled to bytecode that can run on any Java virtual machine regardless of?,of the underlying computer architecture,Java applications are typically compiled to bytecode that can run on any Java virtual machine regardless of the underlying computer architecture.,2.9691668223832033,"['of the fundamental software architectural', 'of the fundamentals pc design', 'of the underlying computer architecture', 'of the factors technology gothic']"
When does the district court decided in favor of Google constitute fair use?,"on May 26,2016","On May 26,2016, the district court decided in favor of Google, ruling the copyright infringement of the Java API in Android constitutes fair use.",2.964767451180322,"['on May 26,2016', 'on likely 26,2016', 'on might 26,2016', 'on could 26,2016']"
Who ruled on May 31 that APIs cannot be copyrighted?,District Judge William Haskell Alsup,"District Judge William Haskell Alsup ruled on May 31,2012, that APIs cannot be copyrighted, but this was reversed by the United States Court of Appeals for the Federal Circuit in May 2014.",2.96240361893713,"['District Judge William Haskell Alsup', 'Texas court John Thomas', 'Phoenix appeals Johann Carry', 'Montana judges James Hockey']"
Who is swing controlled by in cooperation with others through the Java Community Process program?,by Sun Microsystems,It is controlled by Sun Microsystems in cooperation with others through the Java Community Process program.,2.9618120009853626,"['by Apple', 'by Best Buy', 'by Intel', 'by Sun Microsystems']"
What does Oracle follow Oracle Corporation's acquisition of in 200910?,of Sun Microsystems,"Following Oracle Corporation's acquisition of Sun Microsystems in 200910, Oracle has described itself as the steward of Java technology with a relentless commitment to fostering a community of participation and transparency.",2.959356267209628,"['of Sun Microsystems', 'of Best Buy', 'of Nvidia', 'of Intel']"
What is that programmers can be spared the burden of having to perform manual memory management?,one of the ideas behind Java's automatic memory management model,One of the ideas behind Java's automatic memory management model is that programmers can be spared the burden of having to perform manual memory management.,2.9591933473859955,"[""only of the concepts third C++'s automatically dram managing modeling"", ""one of the ideas behind Java's automatic memory management model"", ""another of the idea ahead C's machine memories managers concept"", ""three of the theories second Python's automated remembering asset design""]"
What did the use of Java-related technology in Android lead to?,to a legal dispute between Oracle and Google,The use of Java-related technology in Android led to a legal dispute between Oracle and Google.,2.952919292259771,"['to a law resolve between Oracle and Google', 'to a lawyers disputed between Oracle and Google', 'to a legal dispute between Oracle and Google', 'to a constitutional resolved between Oracle and Google']"
What does the Java programming language require the presence of?,of a software platform in order for compiled programs to be executed,The Java programming language requires the presence of a software platform in order for compiled programs to be executed.,2.947828023810179,"['of a microsoft framework in to for compile programmes to be executing', 'of a computer supports in ordered for compiling program to be execution', 'of a hardware support in must for collected educational to be execute', 'of a software platform in order for compiled programs to be executed']"
What is either interpreted by the Dalvik virtual machine or compiled into native code by the Android Runtime?,the bytecode,"Depending on the Android version, the bytecode is either interpreted by the Dalvik virtual machine or compiled into native code by the Android Runtime.",2.9434656427489982,"['the p-code', 'the bytecode', 'the runtime', 'the jvm']"
What is to make all implementations of Java compatible?,the goal of Java,The goal of Java is to make all implementations of Java compatible.,2.9432679490876517,"['the scored of C', 'the goal of Java', 'the kick of Python', 'the scoring of C++']"
Who approached the ISO\/IEC JTC 1 standards body and later the Ecma International to formalize Java in 1997?,Sun Microsystems,"In 1997, Sun Microsystems approached the ISO\/IEC JTC 1 standards body and later the Ecma International to formalize Java, but it soon withdrew from the process.",2.9362681225310503,"['SAP', 'AMD', 'Sillicon Graphics', 'Sun Microsystems']"
Who were originally released by Sun under proprietary licenses?,"the original and reference implementation Java compilers, virtual machines, and class libraries","The original and reference implementation Java compilers, virtual machines, and class libraries were originally released by Sun under proprietary licenses.",2.9347184512446565,"['the versions and referring implemented Python c++, simulation vending, and school librarians', 'the version and description implementing C compiler, cyberspace machine, and classes library', 'the originally and refers implement C++ implementations, online computers, and type museums', 'the original and reference implementation Java compilers, virtual machines, and class libraries']"
"What released much of November 13,2006's Java virtual machine as free and open-source software?",Sun,"On November 13,2006, Sun released much of its Java virtual machine as free and open-source software, under the terms of the GNU General Public License.",2.9284549436511247,"['sunlight', 'microsystems', 'moon', 'Sun']"
When did District Judge William Haskell Alsup rule that APIs cannot be copyrighted?,on May 31,"District Judge William Haskell Alsup ruled on May 31,2012, that APIs cannot be copyrighted, but this was reversed by the United States Court of Appeals for the Federal Circuit in May 2014.",2.9089150863262065,"['on May 31', 'on might 28', 'on likely 27', 'on could 29']"
Who follows Oracle Corporation's acquisition of Sun Microsystems in 200910?,Oracle,"Following Oracle Corporation's acquisition of Sun Microsystems in 200910, Oracle has described itself as the steward of Java technology with a relentless commitment to fostering a community of participation and transparency.",2.906899305445356,"['Boston', 'Oracle', 'San Antonio', 'Bahrain']"
What is now deprecated since Java 9 in 2017?,the Java applet API,The Java applet API is now deprecated since Java 9 in 2017.,2.905945024510266,"['the Python eprom Red Hat Software', 'the Java applet API', 'the C++ dialer AMD', 'the C activex Best Buy']"
"What lacks any formal standardization recognized by Ecma International, ISO\/IEC, ANSI, or other third-party standards organization?",Java,"Because Java lacks any formal standardization recognized by Ecma International, ISO\/IEC, ANSI, or other third-party standards organization, the Oracle implementation is the de facto standard.",2.9045985373234253,"['C', 'Python', 'C++', 'Java']"
What did Oracle announce in January 2016?,that Java run-time environments based on JDK 9 will discontinue the browser plugin,"In January 2016, Oracle announced that Java run-time environments based on JDK 9 will discontinue the browser plugin.",2.8959285916580133,"['that Python compiler settings group on Nvidia 6 will suspend the microsoft sdk', 'that Java run-time environments based on JDK 9 will discontinue the browser plugin', 'that C++ statically ecosystems which on Sillicon Graphics 8 will discontinued the firefox add-on', 'that C compile-time environment company on PeopleSoft 7 will discontinuing the netscape javascript']"
When was the type system of Java proven unsound?,in 2016,"In 2016, the type system of Java was proven unsound.",2.893306085197339,"['in 2016', 'in 2014', 'in 2015', 'in 2018']"
Whose acquisition of Sun Microsystems does Oracle follow in 200910?,Oracle Corporation's acquisition of Sun Microsystems,"Following Oracle Corporation's acquisition of Sun Microsystems in 200910, Oracle has described itself as the steward of Java technology with a relentless commitment to fostering a community of participation and transparency.",2.892092001179179,"[""Oracle Corporation's acquisition of Sun Microsystems"", ""Charles Page Best Buy's purchase of SAP"", ""Robert Clinton Apple's merger of Sillicon Graphics"", ""James Hockey AMD's acquire of Intel""]"
"What does the district court decided in favor of Google constitute on May 26,2016?",fair use,"On May 26,2016, the district court decided in favor of Google, ruling the copyright infringement of the Java API in Android constitutes fair use.",2.8904978794385325,"['fair use', 'honest using', 'ensure allow', 'reasonable used']"
When does Oracle Corporation follow i. e.'s acquisition of Sun Microsystems?,"on January 27,2010","Oracle Corporation is the current owner of the official implementation of the Java SE platform, following their acquisition of Sun Microsystems on January 27,2010.",2.8897100406237164,"['on January 27,2010', 'on december 27,2010', 'on february 27,2010', 'on october 27,2010']"
What is based on the original implementation of Java by Sun?,this implementation,This implementation is based on the original implementation of Java by Sun.,2.887199597705709,"['this implementation', 'this implementing', 'this implemented', 'this implement']"
What was Java released in 1995 as?,as a core component of Sun Microsystems ' Java platform,Java was originally developed by James Gosling at Sun Microsystems (which has since been acquired by Oracle) and released in 1995 as a core component of Sun Microsystems ' Java platform.,2.886075671994374,"[""as a basic essential of Sun Microsystems ' Java framework"", ""as a focus element of Sun Microsystems ' Java supports"", ""as a core component of Sun Microsystems ' Java platform"", ""as a underlying indicator of Sun Microsystems ' Java support""]"
What does game console to scientific supercomputers Java software runs on?,on everything from laptops to data centers,"Java software runs on everything from laptops to data centers, game consoles to scientific supercomputers.",2.882844620945114,"['on things from laptop to information centres', 'on else from phones to analysis clinics', 'on everything from laptops to data centers', 'on everyone from cellphones to database center']"
What translates the Java bytecode into the platform's machine language?,the Java virtual machine for the overhead of interpreting bytecode into machine instructions,"Java itself is platform-independent and is adapted to the particular platform it is to run on by a Java virtual machine for it, which translates the Java bytecode into the platform's machine language.",2.878103869928241,"['the Python simulation guns for the buzzed of interpretation runtime into guns orders', 'the Java virtual machine for the overhead of interpreting bytecode into machine instructions', 'the C++ online gun for the circling of translating p-code into gun directives', 'the C cyberspace automatic for the circled of interpret jvm into automatic instruction']"
"What have others developed for Java, GNU Classpath, and IcedTea-Web?",alternative implementations,"Meanwhile, others have developed alternative implementations of these Sun technologies, such as the GNU Compiler for Java (bytecode compiler), GNU Classpath (standard libraries), and IcedTea-Web (browser plugin for applets).",2.8765581539315863,"['alternate interfaces', 'alternative implementations', 'ways compilers', 'viable architectures']"
Who did Sun's vice-president Rich Green say that Sun's ideal role with regard to Java was as?,as an evangelist,Sun's vice-president Rich Green said that Sun's ideal role with regard to Java was as an evangelist.,2.87370923209112,"['as an preacher', 'as an evangelical', 'as an televangelist', 'as an evangelist']"
